Report Date:,11/9/2022 4:20:25 PM
Report User Name:,Jake
Report Computer Name:,FW20061-01
Application:,WinSitu.exe
Application Version:,5.7.8.0


Log File Properties
File Name,Soda Bay_Append_2022-11-03_10-09-26-282-BaroMerge.wsl
Create Date,11/9/2022 4:18:26 PM

Device Properties
Device,Rugged TROLL 200
Site,Adobe Creek
Device Name, 
Serial Number,628775
Firmware Version,1.04
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,0

Log Configuration
,Log Name,Soda Bay
,Created By,Sarah
,Computer Name,L001
,Application,WinSitu.exe
,Application Version,5.7.5.6
,Create Date,12/13/2018 8:40:47 AM Pacific Standard Time
,Log Setup Time Zone,Pacific Standard Time
,Notes Size(bytes),4096
,Overwrite when full,Enabled
,Scheduled Start Time,12/13/2018 9:00:00 AM Pacific Standard Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00



Level Reference Settings At Log Creation
,        Level Measurement Mode,Depth
,              Specific Gravity,0.999


Other Log Settings
,Depth of Probe:,0.0251359 (ft)
,Head Pressure:,0.0108862 (PSI)
,Temperature:,21.3175 (C)



Log Notes:
Date and Time,Note
12/13/2018 8:40:53 AM ,Used Battery: 0% Used Memory: 6%   User Name: Sarah
12/21/2018 3:52:40 PM ,Log Download - Used Battery: 0% Used Memory: 6%   User Name: Sarah
3/24/2019 11:33:52 AM ,Log Download - Used Battery: 1% Used Memory: 15%   User Name: Sarah Interval -  Start Time: 12/21/2018 3:45:00 PM
12/3/2019 3:26:42 PM  ,Log Download - Used Battery: 7% Used Memory: 37%   User Name: sryan
1/25/2020 2:34:07 PM  ,Log Download - Used Battery: 8% Used Memory: 43%   User Name: sryan
4/18/2020 6:56:49 PM  ,Log Download - Used Battery: 10% Used Memory: 53%   User Name: sryan Interval -  Start Time: 1/25/2020 2:30:00 PM
5/21/2021 11:29:12 AM ,Log Download - Used Battery: 19% Used Memory: 90%   User Name: sryan Interval -  Start Time: 4/18/2020 6:45:00 PM
8/25/2021 8:43:29 AM  ,Log Download - Used Battery: 21% Used Memory: 100%   User Name: sryan Interval -  Start Time: 5/21/2021 11:15:00 AM
11/3/2021 7:59:32 AM  ,Log Download - Used Battery: 22% Used Memory: 100%   User Name: sryan Interval -  Start Time: 8/25/2021 8:30:00 AM
12/17/2021 2:22:37 PM ,Log Download - Used Battery: 23% Used Memory: 100%   User Name: sryan Interval -  Start Time: 11/3/2021 7:45:00 AM
2/2/2022 10:11:04 AM  ,Log Download - Used Battery: 24% Used Memory: 100%   User Name: sryan Interval -  Start Time: 12/17/2021 2:15:00 PM
5/2/2022 10:09:31 AM  ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: Alix
5/3/2022 6:49:21 AM   ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: Alix
5/3/2022 7:02:08 AM   ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: Alix
5/3/2022 8:35:36 AM   ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: sryan Interval -  Start Time: 2/2/2022 10:00:00 AM
8/3/2022 9:40:26 AM   ,Log Download - Used Battery: 28% Used Memory: 100%   User Name: Alix Interval -  Start Time: 5/1/2022 10:00:00 AM Stop Time: 8/3/2022 8:45:00 AM
11/3/2022 10:08:22 AM ,Log Download - Used Battery: 30% Used Memory: 100%   User Name: atyler Interval -  Start Time: 8/3/2022 8:30:00 AM
11/9/2022 4:18:26 PM  ,User Note: "Pressure & Level adjusted by baro data from: "Baro_Append_2022-11-03_10-12-18-925.wsl""


Log Data:
Record Count,17857

Sensors,1

 ,1,628775,Pressure/Temp PSIA (9m/30ft)

Time Zone: Pacific Daylight Time

,,Sensor: Pres(A) 30ft                    ,Sensor: Pres(A) 30ft                    ,Sensor: Pres(A) 30ft                    ,
,,SN#: 628775                             ,SN#: 628775                             ,SN#: 628775                             ,
,Elapsed Time,Corrected                               ,                                        ,Corrected                               ,
Date and Time,Seconds     ,Pressure (PSI)                          ,Temperature (C)                         ,Depth (ft)                              ,
7/25/2022 8:15:00 AM  , 7337700.000,                                   0.007,                                  19.480,                                   0.016,
7/25/2022 8:30:00 AM  , 7338600.000,                                   0.012,                                  19.978,                                   0.028,
7/25/2022 8:45:00 AM  , 7339500.000,                                   0.008,                                  20.326,                                   0.019,
7/25/2022 9:00:00 AM  , 7340400.000,                                   0.008,                                  20.773,                                   0.018,
7/25/2022 9:15:00 AM  , 7341300.000,                                   0.013,                                  21.218,                                   0.031,
7/25/2022 9:30:00 AM  , 7342200.000,                                   0.013,                                  21.515,                                   0.031,
7/25/2022 9:45:00 AM  , 7343100.000,                                   0.012,                                  21.911,                                   0.027,
7/25/2022 10:00:00 AM , 7344000.000,                                   0.005,                                  22.256,                                   0.011,
7/25/2022 10:15:00 AM , 7344900.000,                                   0.008,                                  22.650,                                   0.019,
7/25/2022 10:30:00 AM , 7345800.000,                                   0.009,                                  22.994,                                   0.021,
7/25/2022 10:45:00 AM , 7346700.000,                                   0.003,                                  23.289,                                   0.007,
7/25/2022 11:00:00 AM , 7347600.000,                                   0.003,                                  23.632,                                   0.006,
7/25/2022 11:15:00 AM , 7348500.000,                                   0.013,                                  23.926,                                   0.031,
7/25/2022 11:30:00 AM , 7349400.000,                                   0.010,                                  24.220,                                   0.024,
7/25/2022 11:45:00 AM , 7350300.000,                                   0.007,                                  24.415,                                   0.015,
7/25/2022 12:00:00 PM , 7351200.000,                                   0.002,                                  24.708,                                   0.005,
7/25/2022 12:15:00 PM , 7352100.000,                                   0.004,                                  25.099,                                   0.009,
7/25/2022 12:30:00 PM , 7353000.000,                                   0.011,                                  25.585,                                   0.026,
7/25/2022 12:45:00 PM , 7353900.000,                                   0.004,                                  25.974,                                   0.009,
7/25/2022 1:00:00 PM  , 7354800.000,                                   0.005,                                  26.362,                                   0.012,
7/25/2022 1:15:00 PM  , 7355700.000,                                   0.003,                                  26.701,                                   0.008,
7/25/2022 1:30:00 PM  , 7356600.000,                                   0.010,                                  27.040,                                   0.024,
7/25/2022 1:45:00 PM  , 7357500.000,                                   0.020,                                  27.475,                                   0.047,
7/25/2022 2:00:00 PM  , 7358400.000,                                   0.015,                                  27.716,                                   0.034,
7/25/2022 2:15:00 PM  , 7359300.000,                                   0.010,                                  27.957,                                   0.023,
7/25/2022 2:30:00 PM  , 7360200.000,                                   0.015,                                  28.102,                                   0.034,
7/25/2022 2:45:00 PM  , 7361100.000,                                   0.014,                                  28.246,                                   0.032,
7/25/2022 3:00:00 PM  , 7362000.000,                                   0.021,                                  28.390,                                   0.048,
7/25/2022 3:15:00 PM  , 7362900.000,                                   0.016,                                  28.438,                                   0.038,
7/25/2022 3:30:00 PM  , 7363800.000,                                   0.016,                                  28.535,                                   0.037,
7/25/2022 3:45:00 PM  , 7364700.000,                                   0.015,                                  28.583,                                   0.034,
7/25/2022 4:00:00 PM  , 7365600.000,                                   0.014,                                  28.679,                                   0.032,
7/25/2022 4:15:00 PM  , 7366500.000,                                   0.015,                                  28.679,                                   0.034,
7/25/2022 4:30:00 PM  , 7367400.000,                                   0.017,                                  28.727,                                   0.039,
7/25/2022 4:45:00 PM  , 7368300.000,                                   0.008,                                  28.823,                                   0.019,
7/25/2022 5:00:00 PM  , 7369200.000,                                   0.025,                                  28.871,                                   0.058,
7/25/2022 5:15:00 PM  , 7370100.000,                                   0.012,                                  28.823,                                   0.027,
7/25/2022 5:30:00 PM  , 7371000.000,                                   0.014,                                  28.823,                                   0.033,
7/25/2022 5:45:00 PM  , 7371900.000,                                   0.013,                                  28.631,                                   0.029,
7/25/2022 6:00:00 PM  , 7372800.000,                                   0.008,                                  28.631,                                   0.019,
7/25/2022 6:15:00 PM  , 7373700.000,                                   0.005,                                  28.631,                                   0.011,
7/25/2022 6:30:00 PM  , 7374600.000,                                   0.017,                                  28.679,                                   0.040,
7/25/2022 6:45:00 PM  , 7375500.000,                                   0.011,                                  28.679,                                   0.024,
7/25/2022 7:00:00 PM  , 7376400.000,                                   0.012,                                  28.631,                                   0.027,
7/25/2022 7:15:00 PM  , 7377300.000,                                   0.013,                                  28.583,                                   0.031,
7/25/2022 7:30:00 PM  , 7378200.000,                                   0.004,                                  28.438,                                   0.009,
7/25/2022 7:45:00 PM  , 7379100.000,                                   0.015,                                  28.294,                                   0.035,
7/25/2022 8:00:00 PM  , 7380000.000,                                   0.017,                                  28.150,                                   0.039,
7/25/2022 8:15:00 PM  , 7380900.000,                                   0.013,                                  27.909,                                   0.031,
7/25/2022 8:30:00 PM  , 7381800.000,                                   0.021,                                  27.620,                                   0.049,
7/25/2022 8:45:00 PM  , 7382700.000,                                   0.021,                                  27.282,                                   0.048,
7/25/2022 9:00:00 PM  , 7383600.000,                                   0.024,                                  26.847,                                   0.056,
7/25/2022 9:15:00 PM  , 7384500.000,                                   0.020,                                  26.508,                                   0.046,
7/25/2022 9:30:00 PM  , 7385400.000,                                   0.021,                                  26.120,                                   0.049,
7/25/2022 9:45:00 PM  , 7386300.000,                                   0.023,                                  25.731,                                   0.053,
7/25/2022 10:00:00 PM , 7387200.000,                                   0.010,                                  25.342,                                   0.024,
7/25/2022 10:15:00 PM , 7388100.000,                                   0.016,                                  25.099,                                   0.037,
7/25/2022 10:30:00 PM , 7389000.000,                                   0.012,                                  24.757,                                   0.029,
7/25/2022 10:45:00 PM , 7389900.000,                                   0.020,                                  24.464,                                   0.047,
7/25/2022 11:00:00 PM , 7390800.000,                                   0.010,                                  24.171,                                   0.023,
7/25/2022 11:15:00 PM , 7391700.000,                                   0.017,                                  23.926,                                   0.038,
7/25/2022 11:30:00 PM , 7392600.000,                                   0.020,                                  23.730,                                   0.047,
7/25/2022 11:45:00 PM , 7393500.000,                                   0.019,                                  23.534,                                   0.043,
7/26/2022 12:00:00 AM , 7394400.000,                                   0.019,                                  23.338,                                   0.044,
7/26/2022 12:15:00 AM , 7395300.000,                                   0.023,                                  23.191,                                   0.054,
7/26/2022 12:30:00 AM , 7396200.000,                                   0.018,                                  22.994,                                   0.043,
7/26/2022 12:45:00 AM , 7397100.000,                                   0.018,                                  22.798,                                   0.043,
7/26/2022 1:00:00 AM  , 7398000.000,                                   0.014,                                  22.699,                                   0.031,
7/26/2022 1:15:00 AM  , 7398900.000,                                   0.013,                                  22.551,                                   0.030,
7/26/2022 1:30:00 AM  , 7399800.000,                                   0.010,                                  22.305,                                   0.024,
7/26/2022 1:45:00 AM  , 7400700.000,                                   0.013,                                  22.059,                                   0.031,
7/26/2022 2:00:00 AM  , 7401600.000,                                   0.015,                                  21.861,                                   0.034,
7/26/2022 2:15:00 AM  , 7402500.000,                                   0.016,                                  21.713,                                   0.036,
7/26/2022 2:30:00 AM  , 7403400.000,                                   0.018,                                  21.614,                                   0.042,
7/26/2022 2:45:00 AM  , 7404300.000,                                   0.015,                                  21.416,                                   0.035,
7/26/2022 3:00:00 AM  , 7405200.000,                                   0.011,                                  21.268,                                   0.025,
7/26/2022 3:15:00 AM  , 7406100.000,                                   0.011,                                  21.070,                                   0.026,
7/26/2022 3:30:00 AM  , 7407000.000,                                   0.011,                                  20.921,                                   0.024,
7/26/2022 3:45:00 AM  , 7407900.000,                                   0.013,                                  20.773,                                   0.031,
7/26/2022 4:00:00 AM  , 7408800.000,                                   0.018,                                  20.475,                                   0.041,
7/26/2022 4:15:00 AM  , 7409700.000,                                   0.010,                                  20.326,                                   0.024,
7/26/2022 4:30:00 AM  , 7410600.000,                                   0.017,                                  20.226,                                   0.040,
7/26/2022 4:45:00 AM  , 7411500.000,                                   0.016,                                  20.077,                                   0.037,
7/26/2022 5:00:00 AM  , 7412400.000,                                   0.012,                                  20.027,                                   0.027,
7/26/2022 5:15:00 AM  , 7413300.000,                                   0.011,                                  19.928,                                   0.025,
7/26/2022 5:30:00 AM  , 7414200.000,                                   0.008,                                  19.828,                                   0.018,
7/26/2022 5:45:00 AM  , 7415100.000,                                   0.012,                                  19.729,                                   0.027,
7/26/2022 6:00:00 AM  , 7416000.000,                                   0.017,                                  19.729,                                   0.040,
7/26/2022 6:15:00 AM  , 7416900.000,                                   0.011,                                  19.629,                                   0.026,
7/26/2022 6:30:00 AM  , 7417800.000,                                   0.016,                                  19.380,                                   0.038,
7/26/2022 6:45:00 AM  , 7418700.000,                                   0.010,                                  19.130,                                   0.023,
7/26/2022 7:00:00 AM  , 7419600.000,                                   0.013,                                  19.130,                                   0.031,
7/26/2022 7:15:00 AM  , 7420500.000,                                   0.011,                                  19.130,                                   0.026,
7/26/2022 7:30:00 AM  , 7421400.000,                                   0.008,                                  19.430,                                   0.020,
7/26/2022 7:45:00 AM  , 7422300.000,                                   0.014,                                  19.629,                                   0.032,
7/26/2022 8:00:00 AM  , 7423200.000,                                   0.014,                                  20.077,                                   0.033,
7/26/2022 8:15:00 AM  , 7424100.000,                                   0.010,                                  20.375,                                   0.024,
7/26/2022 8:30:00 AM  , 7425000.000,                                   0.013,                                  20.822,                                   0.030,
7/26/2022 8:45:00 AM  , 7425900.000,                                   0.017,                                  21.218,                                   0.038,
7/26/2022 9:00:00 AM  , 7426800.000,                                   0.010,                                  21.614,                                   0.023,
7/26/2022 9:15:00 AM  , 7427700.000,                                   0.011,                                  21.960,                                   0.024,
7/26/2022 9:30:00 AM  , 7428600.000,                                   0.009,                                  22.305,                                   0.020,
7/26/2022 9:45:00 AM  , 7429500.000,                                   0.014,                                  22.650,                                   0.032,
7/26/2022 10:00:00 AM , 7430400.000,                                   0.015,                                  22.896,                                   0.034,
7/26/2022 10:15:00 AM , 7431300.000,                                   0.010,                                  23.142,                                   0.023,
7/26/2022 10:30:00 AM , 7432200.000,                                   0.014,                                  23.534,                                   0.033,
7/26/2022 10:45:00 AM , 7433100.000,                                   0.008,                                  23.828,                                   0.019,
7/26/2022 11:00:00 AM , 7434000.000,                                   0.002,                                  23.975,                                   0.004,
7/26/2022 11:15:00 AM , 7434900.000,                                   0.016,                                  24.122,                                   0.036,
7/26/2022 11:30:00 AM , 7435800.000,                                   0.004,                                  24.220,                                   0.009,
7/26/2022 11:45:00 AM , 7436700.000,                                   0.014,                                  24.464,                                   0.033,
7/26/2022 12:00:00 PM , 7437600.000,                                   0.001,                                  24.660,                                   0.002,
7/26/2022 12:15:00 PM , 7438500.000,                                   0.000,                                  24.952,                                   0.001,
7/26/2022 12:30:00 PM , 7439400.000,                                   0.006,                                  25.245,                                   0.013,
7/26/2022 12:45:00 PM , 7440300.000,                                   0.015,                                  25.537,                                   0.034,
7/26/2022 1:00:00 PM  , 7441200.000,                                   0.003,                                  25.926,                                   0.007,
7/26/2022 1:15:00 PM  , 7442100.000,                                   0.007,                                  26.362,                                   0.016,
7/26/2022 1:30:00 PM  , 7443000.000,                                   0.007,                                  26.798,                                   0.016,
7/26/2022 1:45:00 PM  , 7443900.000,                                   0.004,                                  27.089,                                   0.009,
7/26/2022 2:00:00 PM  , 7444800.000,                                   0.002,                                  27.330,                                   0.005,
7/26/2022 2:15:00 PM  , 7445700.000,                                   0.004,                                  27.475,                                   0.009,
7/26/2022 2:30:00 PM  , 7446600.000,                                   0.001,                                  27.668,                                   0.003,
7/26/2022 2:45:00 PM  , 7447500.000,                                   0.015,                                  27.813,                                   0.034,
7/26/2022 3:00:00 PM  , 7448400.000,                                   0.006,                                  27.957,                                   0.013,
7/26/2022 3:15:00 PM  , 7449300.000,                                   0.013,                                  28.005,                                   0.029,
7/26/2022 3:30:00 PM  , 7450200.000,                                   0.015,                                  28.102,                                   0.035,
7/26/2022 3:45:00 PM  , 7451100.000,                                   0.008,                                  28.342,                                   0.018,
7/26/2022 4:00:00 PM  , 7452000.000,                                   0.018,                                  28.487,                                   0.041,
7/26/2022 4:15:00 PM  , 7452900.000,                                   0.015,                                  28.631,                                   0.035,
7/26/2022 4:30:00 PM  , 7453800.000,                                   0.014,                                  28.727,                                   0.032,
7/26/2022 4:45:00 PM  , 7454700.000,                                   0.010,                                  28.727,                                   0.022,
7/26/2022 5:00:00 PM  , 7455600.000,                                   0.009,                                  28.679,                                   0.020,
7/26/2022 5:15:00 PM  , 7456500.000,                                   0.016,                                  28.583,                                   0.037,
7/26/2022 5:30:00 PM  , 7457400.000,                                   0.016,                                  28.583,                                   0.038,
7/26/2022 5:45:00 PM  , 7458300.000,                                   0.012,                                  28.535,                                   0.028,
7/26/2022 6:00:00 PM  , 7459200.000,                                   0.014,                                  28.583,                                   0.032,
7/26/2022 6:15:00 PM  , 7460100.000,                                   0.015,                                  28.583,                                   0.035,
7/26/2022 6:30:00 PM  , 7461000.000,                                   0.017,                                  28.631,                                   0.040,
7/26/2022 6:45:00 PM  , 7461900.000,                                   0.009,                                  28.583,                                   0.021,
7/26/2022 7:00:00 PM  , 7462800.000,                                   0.010,                                  28.583,                                   0.022,
7/26/2022 7:15:00 PM  , 7463700.000,                                   0.016,                                  28.487,                                   0.037,
7/26/2022 7:30:00 PM  , 7464600.000,                                   0.020,                                  28.342,                                   0.047,
7/26/2022 7:45:00 PM  , 7465500.000,                                   0.017,                                  28.198,                                   0.040,
7/26/2022 8:00:00 PM  , 7466400.000,                                   0.009,                                  28.005,                                   0.021,
7/26/2022 8:15:00 PM  , 7467300.000,                                   0.017,                                  27.716,                                   0.039,
7/26/2022 8:30:00 PM  , 7468200.000,                                   0.016,                                  27.427,                                   0.038,
7/26/2022 8:45:00 PM  , 7469100.000,                                   0.015,                                  27.089,                                   0.035,
7/26/2022 9:00:00 PM  , 7470000.000,                                   0.014,                                  26.701,                                   0.033,
7/26/2022 9:15:00 PM  , 7470900.000,                                   0.026,                                  26.265,                                   0.059,
7/26/2022 9:30:00 PM  , 7471800.000,                                   0.013,                                  25.828,                                   0.030,
7/26/2022 9:45:00 PM  , 7472700.000,                                   0.024,                                  25.537,                                   0.055,
7/26/2022 10:00:00 PM , 7473600.000,                                   0.019,                                  25.147,                                   0.043,
7/26/2022 10:15:00 PM , 7474500.000,                                   0.022,                                  25.001,                                   0.050,
7/26/2022 10:30:00 PM , 7475400.000,                                   0.017,                                  24.806,                                   0.040,
7/26/2022 10:45:00 PM , 7476300.000,                                   0.014,                                  24.611,                                   0.032,
7/26/2022 11:00:00 PM , 7477200.000,                                   0.016,                                  24.220,                                   0.037,
7/26/2022 11:15:00 PM , 7478100.000,                                   0.021,                                  23.926,                                   0.047,
7/26/2022 11:30:00 PM , 7479000.000,                                   0.018,                                  23.632,                                   0.041,
7/26/2022 11:45:00 PM , 7479900.000,                                   0.016,                                  23.387,                                   0.037,
7/27/2022 12:00:00 AM , 7480800.000,                                   0.023,                                  23.240,                                   0.054,
7/27/2022 12:15:00 AM , 7481700.000,                                   0.020,                                  23.043,                                   0.045,
7/27/2022 12:30:00 AM , 7482600.000,                                   0.022,                                  22.896,                                   0.051,
7/27/2022 12:45:00 AM , 7483500.000,                                   0.017,                                  22.699,                                   0.039,
7/27/2022 1:00:00 AM  , 7484400.000,                                   0.018,                                  22.453,                                   0.043,
7/27/2022 1:15:00 AM  , 7485300.000,                                   0.015,                                  22.157,                                   0.034,
7/27/2022 1:30:00 AM  , 7486200.000,                                   0.012,                                  21.911,                                   0.027,
7/27/2022 1:45:00 AM  , 7487100.000,                                   0.017,                                  21.565,                                   0.040,
7/27/2022 2:00:00 AM  , 7488000.000,                                   0.015,                                  21.416,                                   0.035,
7/27/2022 2:15:00 AM  , 7488900.000,                                   0.016,                                  21.218,                                   0.036,
7/27/2022 2:30:00 AM  , 7489800.000,                                   0.021,                                  20.971,                                   0.049,
7/27/2022 2:45:00 AM  , 7490700.000,                                   0.018,                                  20.673,                                   0.042,
7/27/2022 3:00:00 AM  , 7491600.000,                                   0.011,                                  20.624,                                   0.025,
7/27/2022 3:15:00 AM  , 7492500.000,                                   0.020,                                  20.475,                                   0.046,
7/27/2022 3:30:00 AM  , 7493400.000,                                   0.018,                                  20.326,                                   0.042,
7/27/2022 3:45:00 AM  , 7494300.000,                                   0.015,                                  20.226,                                   0.035,
7/27/2022 4:00:00 AM  , 7495200.000,                                   0.016,                                  20.027,                                   0.036,
7/27/2022 4:15:00 AM  , 7496100.000,                                   0.017,                                  19.828,                                   0.039,
7/27/2022 4:30:00 AM  , 7497000.000,                                   0.015,                                  19.629,                                   0.035,
7/27/2022 4:45:00 AM  , 7497900.000,                                   0.013,                                  19.430,                                   0.031,
7/27/2022 5:00:00 AM  , 7498800.000,                                   0.014,                                  19.380,                                   0.033,
7/27/2022 5:15:00 AM  , 7499700.000,                                   0.015,                                  19.030,                                   0.034,
7/27/2022 5:30:00 AM  , 7500600.000,                                   0.012,                                  18.931,                                   0.027,
7/27/2022 5:45:00 AM  , 7501500.000,                                   0.017,                                  18.781,                                   0.040,
7/27/2022 6:00:00 AM  , 7502400.000,                                   0.012,                                  18.631,                                   0.028,
7/27/2022 6:15:00 AM  , 7503300.000,                                   0.018,                                  18.580,                                   0.041,
7/27/2022 6:30:00 AM  , 7504200.000,                                   0.015,                                  18.280,                                   0.035,
7/27/2022 6:45:00 AM  , 7505100.000,                                   0.013,                                  18.230,                                   0.030,
7/27/2022 7:00:00 AM  , 7506000.000,                                   0.021,                                  18.280,                                   0.048,
7/27/2022 7:15:00 AM  , 7506900.000,                                   0.018,                                  18.480,                                   0.042,
7/27/2022 7:30:00 AM  , 7507800.000,                                   0.009,                                  18.380,                                   0.022,
7/27/2022 7:45:00 AM  , 7508700.000,                                   0.013,                                  18.881,                                   0.030,
7/27/2022 8:00:00 AM  , 7509600.000,                                   0.018,                                  18.981,                                   0.041,
7/27/2022 8:15:00 AM  , 7510500.000,                                   0.011,                                  19.380,                                   0.026,
7/27/2022 8:30:00 AM  , 7511400.000,                                   0.009,                                  19.928,                                   0.020,
7/27/2022 8:45:00 AM  , 7512300.000,                                   0.012,                                  20.326,                                   0.027,
7/27/2022 9:00:00 AM  , 7513200.000,                                   0.007,                                  20.773,                                   0.016,
7/27/2022 9:15:00 AM  , 7514100.000,                                   0.011,                                  21.119,                                   0.025,
7/27/2022 9:30:00 AM  , 7515000.000,                                   0.007,                                  21.416,                                   0.015,
7/27/2022 9:45:00 AM  , 7515900.000,                                   0.017,                                  21.762,                                   0.040,
7/27/2022 10:00:00 AM , 7516800.000,                                   0.008,                                  22.108,                                   0.019,
7/27/2022 10:15:00 AM , 7517700.000,                                   0.009,                                  22.502,                                   0.021,
7/27/2022 10:30:00 AM , 7518600.000,                                   0.004,                                  22.896,                                   0.008,
7/27/2022 10:45:00 AM , 7519500.000,                                  -0.001,                                  23.240,                                  -0.001,
7/27/2022 11:00:00 AM , 7520400.000,                                   0.008,                                  23.485,                                   0.019,
7/27/2022 11:15:00 AM , 7521300.000,                                   0.017,                                  23.779,                                   0.039,
7/27/2022 11:30:00 AM , 7522200.000,                                   0.007,                                  24.073,                                   0.017,
7/27/2022 11:45:00 AM , 7523100.000,                                   0.008,                                  24.415,                                   0.017,
7/27/2022 12:00:00 PM , 7524000.000,                                   0.004,                                  24.855,                                   0.010,
7/27/2022 12:15:00 PM , 7524900.000,                                   0.010,                                  25.147,                                   0.022,
7/27/2022 12:30:00 PM , 7525800.000,                                   0.009,                                  25.585,                                   0.020,
7/27/2022 12:45:00 PM , 7526700.000,                                   0.008,                                  25.926,                                   0.019,
7/27/2022 1:00:00 PM  , 7527600.000,                                   0.008,                                  26.265,                                   0.018,
7/27/2022 1:15:00 PM  , 7528500.000,                                   0.007,                                  26.653,                                   0.016,
7/27/2022 1:30:00 PM  , 7529400.000,                                   0.003,                                  27.040,                                   0.006,
7/27/2022 1:45:00 PM  , 7530300.000,                                   0.006,                                  27.427,                                   0.015,
7/27/2022 2:00:00 PM  , 7531200.000,                                   0.009,                                  27.620,                                   0.020,
7/27/2022 2:15:00 PM  , 7532100.000,                                   0.009,                                  27.620,                                   0.020,
7/27/2022 2:30:00 PM  , 7533000.000,                                   0.010,                                  27.764,                                   0.024,
7/27/2022 2:45:00 PM  , 7533900.000,                                   0.015,                                  27.909,                                   0.034,
7/27/2022 3:00:00 PM  , 7534800.000,                                   0.008,                                  28.054,                                   0.018,
7/27/2022 3:15:00 PM  , 7535700.000,                                   0.016,                                  28.246,                                   0.036,
7/27/2022 3:30:00 PM  , 7536600.000,                                   0.020,                                  28.438,                                   0.046,
7/27/2022 3:45:00 PM  , 7537500.000,                                   0.019,                                  28.679,                                   0.044,
7/27/2022 4:00:00 PM  , 7538400.000,                                   0.020,                                  28.823,                                   0.047,
7/27/2022 4:15:00 PM  , 7539300.000,                                   0.010,                                  28.919,                                   0.023,
7/27/2022 4:30:00 PM  , 7540200.000,                                   0.008,                                  29.015,                                   0.017,
7/27/2022 4:45:00 PM  , 7541100.000,                                   0.011,                                  29.015,                                   0.024,
7/27/2022 5:00:00 PM  , 7542000.000,                                   0.008,                                  29.015,                                   0.019,
7/27/2022 5:15:00 PM  , 7542900.000,                                   0.017,                                  29.063,                                   0.039,
7/27/2022 5:30:00 PM  , 7543800.000,                                   0.016,                                  29.063,                                   0.038,
7/27/2022 5:45:00 PM  , 7544700.000,                                   0.012,                                  28.967,                                   0.027,
7/27/2022 6:00:00 PM  , 7545600.000,                                   0.009,                                  28.967,                                   0.020,
7/27/2022 6:15:00 PM  , 7546500.000,                                   0.017,                                  28.967,                                   0.040,
7/27/2022 6:30:00 PM  , 7547400.000,                                   0.011,                                  28.871,                                   0.026,
7/27/2022 6:45:00 PM  , 7548300.000,                                   0.014,                                  28.775,                                   0.033,
7/27/2022 7:00:00 PM  , 7549200.000,                                   0.007,                                  28.727,                                   0.016,
7/27/2022 7:15:00 PM  , 7550100.000,                                   0.018,                                  28.679,                                   0.041,
7/27/2022 7:30:00 PM  , 7551000.000,                                   0.011,                                  28.438,                                   0.026,
7/27/2022 7:45:00 PM  , 7551900.000,                                   0.013,                                  28.294,                                   0.029,
7/27/2022 8:00:00 PM  , 7552800.000,                                   0.019,                                  28.102,                                   0.045,
7/27/2022 8:15:00 PM  , 7553700.000,                                   0.026,                                  27.957,                                   0.060,
7/27/2022 8:30:00 PM  , 7554600.000,                                   0.019,                                  27.764,                                   0.044,
7/27/2022 8:45:00 PM  , 7555500.000,                                   0.025,                                  27.523,                                   0.057,
7/27/2022 9:00:00 PM  , 7556400.000,                                   0.017,                                  27.234,                                   0.040,
7/27/2022 9:15:00 PM  , 7557300.000,                                   0.019,                                  26.847,                                   0.044,
7/27/2022 9:30:00 PM  , 7558200.000,                                   0.024,                                  26.508,                                   0.055,
7/27/2022 9:45:00 PM  , 7559100.000,                                   0.019,                                  26.071,                                   0.044,
7/27/2022 10:00:00 PM , 7560000.000,                                   0.021,                                  25.683,                                   0.049,
7/27/2022 10:15:00 PM , 7560900.000,                                   0.022,                                  25.293,                                   0.050,
7/27/2022 10:30:00 PM , 7561800.000,                                   0.023,                                  25.099,                                   0.053,
7/27/2022 10:45:00 PM , 7562700.000,                                   0.023,                                  24.855,                                   0.053,
7/27/2022 11:00:00 PM , 7563600.000,                                   0.017,                                  24.611,                                   0.040,
7/27/2022 11:15:00 PM , 7564500.000,                                   0.018,                                  24.367,                                   0.042,
7/27/2022 11:30:00 PM , 7565400.000,                                   0.020,                                  24.122,                                   0.047,
7/27/2022 11:45:00 PM , 7566300.000,                                   0.019,                                  23.828,                                   0.043,
7/28/2022 12:00:00 AM , 7567200.000,                                   0.025,                                  23.632,                                   0.057,
7/28/2022 12:15:00 AM , 7568100.000,                                   0.022,                                  23.485,                                   0.051,
7/28/2022 12:30:00 AM , 7569000.000,                                   0.022,                                  23.240,                                   0.050,
7/28/2022 12:45:00 AM , 7569900.000,                                   0.025,                                  22.994,                                   0.058,
7/28/2022 1:00:00 AM  , 7570800.000,                                   0.028,                                  22.748,                                   0.065,
