Report Date:,11/9/2022 4:20:25 PM
Report User Name:,Jake
Report Computer Name:,FW20061-01
Application:,WinSitu.exe
Application Version:,5.7.8.0


Log File Properties
File Name,Soda Bay_Append_2022-11-03_10-09-26-282-BaroMerge.wsl
Create Date,11/9/2022 4:18:26 PM

Device Properties
Device,Rugged TROLL 200
Site,Adobe Creek
Device Name, 
Serial Number,628775
Firmware Version,1.04
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,0

Log Configuration
,Log Name,Soda Bay
,Created By,Sarah
,Computer Name,L001
,Application,WinSitu.exe
,Application Version,5.7.5.6
,Create Date,12/13/2018 8:40:47 AM Pacific Standard Time
,Log Setup Time Zone,Pacific Standard Time
,Notes Size(bytes),4096
,Overwrite when full,Enabled
,Scheduled Start Time,12/13/2018 9:00:00 AM Pacific Standard Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00



Level Reference Settings At Log Creation
,        Level Measurement Mode,Depth
,              Specific Gravity,0.999


Other Log Settings
,Depth of Probe:,0.0251359 (ft)
,Head Pressure:,0.0108862 (PSI)
,Temperature:,21.3175 (C)



Log Notes:
Date and Time,Note
12/13/2018 8:40:53 AM ,Used Battery: 0% Used Memory: 6%   User Name: Sarah
12/21/2018 3:52:40 PM ,Log Download - Used Battery: 0% Used Memory: 6%   User Name: Sarah
3/24/2019 11:33:52 AM ,Log Download - Used Battery: 1% Used Memory: 15%   User Name: Sarah Interval -  Start Time: 12/21/2018 3:45:00 PM
12/3/2019 3:26:42 PM  ,Log Download - Used Battery: 7% Used Memory: 37%   User Name: sryan
1/25/2020 2:34:07 PM  ,Log Download - Used Battery: 8% Used Memory: 43%   User Name: sryan
4/18/2020 6:56:49 PM  ,Log Download - Used Battery: 10% Used Memory: 53%   User Name: sryan Interval -  Start Time: 1/25/2020 2:30:00 PM
5/21/2021 11:29:12 AM ,Log Download - Used Battery: 19% Used Memory: 90%   User Name: sryan Interval -  Start Time: 4/18/2020 6:45:00 PM
8/25/2021 8:43:29 AM  ,Log Download - Used Battery: 21% Used Memory: 100%   User Name: sryan Interval -  Start Time: 5/21/2021 11:15:00 AM
11/3/2021 7:59:32 AM  ,Log Download - Used Battery: 22% Used Memory: 100%   User Name: sryan Interval -  Start Time: 8/25/2021 8:30:00 AM
12/17/2021 2:22:37 PM ,Log Download - Used Battery: 23% Used Memory: 100%   User Name: sryan Interval -  Start Time: 11/3/2021 7:45:00 AM
2/2/2022 10:11:04 AM  ,Log Download - Used Battery: 24% Used Memory: 100%   User Name: sryan Interval -  Start Time: 12/17/2021 2:15:00 PM
5/2/2022 10:09:31 AM  ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: Alix
5/3/2022 6:49:21 AM   ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: Alix
5/3/2022 7:02:08 AM   ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: Alix
5/3/2022 8:35:36 AM   ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: sryan Interval -  Start Time: 2/2/2022 10:00:00 AM
8/3/2022 9:40:26 AM   ,Log Download - Used Battery: 28% Used Memory: 100%   User Name: Alix Interval -  Start Time: 5/1/2022 10:00:00 AM Stop Time: 8/3/2022 8:45:00 AM
11/3/2022 10:08:22 AM ,Log Download - Used Battery: 30% Used Memory: 100%   User Name: atyler Interval -  Start Time: 8/3/2022 8:30:00 AM
11/9/2022 4:18:26 PM  ,User Note: "Pressure & Level adjusted by baro data from: "Baro_Append_2022-11-03_10-12-18-925.wsl""


Log Data:
Record Count,17857

Sensors,1

 ,1,628775,Pressure/Temp PSIA (9m/30ft)

Time Zone: Pacific Daylight Time

,,Sensor: Pres(A) 30ft                    ,Sensor: Pres(A) 30ft                    ,Sensor: Pres(A) 30ft                    ,
,,SN#: 628775                             ,SN#: 628775                             ,SN#: 628775                             ,
,Elapsed Time,Corrected                               ,                                        ,Corrected                               ,
Date and Time,Seconds     ,Pressure (PSI)                          ,Temperature (C)                         ,Depth (ft)                              ,
10/14/2022 12:15:00 AM, 14307300.000,                                   0.013,                                  15.762,                                   0.029,
10/14/2022 12:30:00 AM, 14308200.000,                                   0.011,                                  15.610,                                   0.025,
10/14/2022 12:45:00 AM, 14309100.000,                                   0.006,                                  15.356,                                   0.014,
10/14/2022 1:00:00 AM , 14310000.000,                                   0.007,                                  15.153,                                   0.016,
10/14/2022 1:15:00 AM , 14310900.000,                                   0.010,                                  14.899,                                   0.022,
10/14/2022 1:30:00 AM , 14311800.000,                                   0.016,                                  14.747,                                   0.036,
10/14/2022 1:45:00 AM , 14312700.000,                                   0.007,                                  14.696,                                   0.015,
10/14/2022 2:00:00 AM , 14313600.000,                                   0.005,                                  14.594,                                   0.013,
10/14/2022 2:15:00 AM , 14314500.000,                                   0.007,                                  14.391,                                   0.017,
10/14/2022 2:30:00 AM , 14315400.000,                                   0.013,                                  14.187,                                   0.029,
10/14/2022 2:45:00 AM , 14316300.000,                                   0.003,                                  13.983,                                   0.007,
10/14/2022 3:00:00 AM , 14317200.000,                                   0.010,                                  13.779,                                   0.024,
10/14/2022 3:15:00 AM , 14318100.000,                                   0.004,                                  13.626,                                   0.010,
10/14/2022 3:30:00 AM , 14319000.000,                                   0.004,                                  13.472,                                   0.010,
10/14/2022 3:45:00 AM , 14319900.000,                                   0.010,                                  13.421,                                   0.023,
10/14/2022 4:00:00 AM , 14320800.000,                                   0.010,                                  13.268,                                   0.023,
10/14/2022 4:15:00 AM , 14321700.000,                                   0.010,                                  13.165,                                   0.023,
10/14/2022 4:30:00 AM , 14322600.000,                                   0.013,                                  13.012,                                   0.031,
10/14/2022 4:45:00 AM , 14323500.000,                                   0.003,                                  12.807,                                   0.006,
10/14/2022 5:00:00 AM , 14324400.000,                                   0.004,                                  12.653,                                   0.009,
10/14/2022 5:15:00 AM , 14325300.000,                                   0.003,                                  12.550,                                   0.007,
10/14/2022 5:30:00 AM , 14326200.000,                                   0.009,                                  12.396,                                   0.021,
10/14/2022 5:45:00 AM , 14327100.000,                                   0.005,                                  12.242,                                   0.013,
10/14/2022 6:00:00 AM , 14328000.000,                                   0.002,                                  12.139,                                   0.005,
10/14/2022 6:15:00 AM , 14328900.000,                                   0.005,                                  12.037,                                   0.011,
10/14/2022 6:30:00 AM , 14329800.000,                                   0.005,                                  11.985,                                   0.010,
10/14/2022 6:45:00 AM , 14330700.000,                                   0.005,                                  11.934,                                   0.010,
10/14/2022 7:00:00 AM , 14331600.000,                                   0.003,                                  11.779,                                   0.008,
10/14/2022 7:15:00 AM , 14332500.000,                                   0.002,                                  11.728,                                   0.005,
10/14/2022 7:30:00 AM , 14333400.000,                                   0.007,                                  11.625,                                   0.016,
10/14/2022 7:45:00 AM , 14334300.000,                                   0.005,                                  11.470,                                   0.012,
10/14/2022 8:00:00 AM , 14335200.000,                                   0.005,                                  11.367,                                   0.012,
10/14/2022 8:15:00 AM , 14336100.000,                                   0.006,                                  11.367,                                   0.013,
10/14/2022 8:30:00 AM , 14337000.000,                                   0.005,                                  11.522,                                   0.012,
10/14/2022 8:45:00 AM , 14337900.000,                                   0.012,                                  11.882,                                   0.029,
10/14/2022 9:00:00 AM , 14338800.000,                                   0.006,                                  12.396,                                   0.013,
10/14/2022 9:15:00 AM , 14339700.000,                                   0.003,                                  12.961,                                   0.006,
10/14/2022 9:30:00 AM , 14340600.000,                                  -0.003,                                  13.472,                                  -0.006,
10/14/2022 9:45:00 AM , 14341500.000,                                   0.012,                                  13.983,                                   0.028,
10/14/2022 10:00:00 AM, 14342400.000,                                   0.004,                                  14.543,                                   0.010,
10/14/2022 10:15:00 AM, 14343300.000,                                   0.002,                                  15.102,                                   0.005,
10/14/2022 10:30:00 AM, 14344200.000,                                   0.008,                                  15.559,                                   0.019,
10/14/2022 10:45:00 AM, 14345100.000,                                   0.004,                                  16.116,                                   0.009,
10/14/2022 11:00:00 AM, 14346000.000,                                  -0.001,                                  16.520,                                  -0.001,
10/14/2022 11:15:00 AM, 14346900.000,                                   0.009,                                  17.225,                                   0.022,
10/14/2022 11:30:00 AM, 14347800.000,                                   0.005,                                  17.578,                                   0.012,
10/14/2022 11:45:00 AM, 14348700.000,                                   0.000,                                  17.979,                                   0.001,
10/14/2022 12:00:00 PM, 14349600.000,                                   0.001,                                  18.330,                                   0.001,
10/14/2022 12:15:00 PM, 14350500.000,                                   0.000,                                  18.480,                                   0.001,
10/14/2022 12:30:00 PM, 14351400.000,                                   0.001,                                  18.781,                                   0.003,
10/14/2022 12:45:00 PM, 14352300.000,                                   0.006,                                  19.180,                                   0.013,
10/14/2022 1:00:00 PM , 14353200.000,                                   0.007,                                  19.480,                                   0.015,
10/14/2022 1:15:00 PM , 14354100.000,                                   0.003,                                  19.679,                                   0.008,
10/14/2022 1:30:00 PM , 14355000.000,                                  -0.002,                                  19.928,                                  -0.004,
10/14/2022 1:45:00 PM , 14355900.000,                                  -0.003,                                  20.226,                                  -0.008,
10/14/2022 2:00:00 PM , 14356800.000,                                  -0.001,                                  20.475,                                  -0.003,
10/14/2022 2:15:00 PM , 14357700.000,                                  -0.005,                                  20.822,                                  -0.012,
10/14/2022 2:30:00 PM , 14358600.000,                                  -0.002,                                  21.070,                                  -0.006,
10/14/2022 2:45:00 PM , 14359500.000,                                  -0.000,                                  21.119,                                  -0.001,
10/14/2022 3:00:00 PM , 14360400.000,                                  -0.008,                                  21.317,                                  -0.019,
10/14/2022 3:15:00 PM , 14361300.000,                                   0.000,                                  21.911,                                   0.001,
10/14/2022 3:30:00 PM , 14362200.000,                                  -0.006,                                  22.059,                                  -0.013,
10/14/2022 3:45:00 PM , 14363100.000,                                   0.002,                                  22.305,                                   0.004,
10/14/2022 4:00:00 PM , 14364000.000,                                   0.006,                                  22.502,                                   0.013,
10/14/2022 4:15:00 PM , 14364900.000,                                   0.005,                                  22.601,                                   0.011,
10/14/2022 4:30:00 PM , 14365800.000,                                  -0.003,                                  22.650,                                  -0.008,
10/14/2022 4:45:00 PM , 14366700.000,                                  -0.001,                                  22.601,                                  -0.003,
10/14/2022 5:00:00 PM , 14367600.000,                                  -0.005,                                  22.601,                                  -0.013,
10/14/2022 5:15:00 PM , 14368500.000,                                   0.001,                                  22.404,                                   0.002,
10/14/2022 5:30:00 PM , 14369400.000,                                  -0.001,                                  22.404,                                  -0.003,
10/14/2022 5:45:00 PM , 14370300.000,                                   0.008,                                  22.404,                                   0.020,
10/14/2022 6:00:00 PM , 14371200.000,                                   0.007,                                  22.404,                                   0.016,
10/14/2022 6:15:00 PM , 14372100.000,                                   0.012,                                  22.404,                                   0.029,
10/14/2022 6:30:00 PM , 14373000.000,                                   0.005,                                  22.305,                                   0.013,
10/14/2022 6:45:00 PM , 14373900.000,                                   0.014,                                  22.207,                                   0.033,
10/14/2022 7:00:00 PM , 14374800.000,                                   0.021,                                  21.911,                                   0.048,
10/14/2022 7:15:00 PM , 14375700.000,                                   0.019,                                  21.713,                                   0.044,
10/14/2022 7:30:00 PM , 14376600.000,                                   0.019,                                  21.367,                                   0.045,
10/14/2022 7:45:00 PM , 14377500.000,                                   0.012,                                  20.624,                                   0.027,
10/14/2022 8:00:00 PM , 14378400.000,                                   0.020,                                  20.524,                                   0.046,
10/14/2022 8:15:00 PM , 14379300.000,                                   0.011,                                  20.177,                                   0.026,
10/14/2022 8:30:00 PM , 14380200.000,                                   0.015,                                  19.878,                                   0.034,
10/14/2022 8:45:00 PM , 14381100.000,                                   0.012,                                  19.330,                                   0.027,
10/14/2022 9:00:00 PM , 14382000.000,                                   0.011,                                  19.130,                                   0.026,
10/14/2022 9:15:00 PM , 14382900.000,                                   0.010,                                  18.881,                                   0.024,
10/14/2022 9:30:00 PM , 14383800.000,                                   0.012,                                  18.580,                                   0.027,
10/14/2022 9:45:00 PM , 14384700.000,                                   0.017,                                  18.180,                                   0.038,
10/14/2022 10:00:00 PM, 14385600.000,                                   0.015,                                  17.929,                                   0.034,
10/14/2022 10:15:00 PM, 14386500.000,                                   0.016,                                  17.678,                                   0.037,
10/14/2022 10:30:00 PM, 14387400.000,                                   0.014,                                  17.527,                                   0.032,
10/14/2022 10:45:00 PM, 14388300.000,                                   0.010,                                  17.225,                                   0.022,
10/14/2022 11:00:00 PM, 14389200.000,                                   0.013,                                  16.974,                                   0.029,
10/14/2022 11:15:00 PM, 14390100.000,                                   0.009,                                  16.722,                                   0.021,
10/14/2022 11:30:00 PM, 14391000.000,                                   0.014,                                  16.570,                                   0.033,
10/14/2022 11:45:00 PM, 14391900.000,                                   0.018,                                  16.368,                                   0.041,
10/15/2022 12:00:00 AM, 14392800.000,                                   0.005,                                  16.166,                                   0.012,
10/15/2022 12:15:00 AM, 14393700.000,                                   0.008,                                  15.964,                                   0.019,
10/15/2022 12:30:00 AM, 14394600.000,                                   0.008,                                  15.762,                                   0.019,
10/15/2022 12:45:00 AM, 14395500.000,                                   0.011,                                  15.610,                                   0.025,
10/15/2022 1:00:00 AM , 14396400.000,                                   0.011,                                  15.508,                                   0.025,
10/15/2022 1:15:00 AM , 14397300.000,                                   0.006,                                  15.356,                                   0.013,
10/15/2022 1:30:00 AM , 14398200.000,                                   0.003,                                  15.204,                                   0.008,
10/15/2022 1:45:00 AM , 14399100.000,                                   0.006,                                  15.052,                                   0.015,
10/15/2022 2:00:00 AM , 14400000.000,                                   0.012,                                  14.899,                                   0.029,
10/15/2022 2:15:00 AM , 14400900.000,                                   0.014,                                  14.747,                                   0.032,
10/15/2022 2:30:00 AM , 14401800.000,                                   0.013,                                  14.543,                                   0.030,
10/15/2022 2:45:00 AM , 14402700.000,                                   0.006,                                  14.187,                                   0.014,
10/15/2022 3:00:00 AM , 14403600.000,                                   0.006,                                  14.085,                                   0.013,
10/15/2022 3:15:00 AM , 14404500.000,                                   0.005,                                  14.034,                                   0.012,
10/15/2022 3:30:00 AM , 14405400.000,                                   0.008,                                  13.830,                                   0.018,
10/15/2022 3:45:00 AM , 14406300.000,                                   0.006,                                  13.574,                                   0.014,
10/15/2022 4:00:00 AM , 14407200.000,                                   0.009,                                  13.370,                                   0.021,
10/15/2022 4:15:00 AM , 14408100.000,                                   0.010,                                  13.165,                                   0.024,
10/15/2022 4:30:00 AM , 14409000.000,                                   0.010,                                  13.063,                                   0.024,
10/15/2022 4:45:00 AM , 14409900.000,                                   0.009,                                  13.012,                                   0.021,
10/15/2022 5:00:00 AM , 14410800.000,                                   0.007,                                  12.909,                                   0.017,
10/15/2022 5:15:00 AM , 14411700.000,                                   0.003,                                  12.858,                                   0.006,
10/15/2022 5:30:00 AM , 14412600.000,                                   0.006,                                  12.756,                                   0.013,
10/15/2022 5:45:00 AM , 14413500.000,                                   0.003,                                  12.602,                                   0.008,
10/15/2022 6:00:00 AM , 14414400.000,                                   0.008,                                  12.448,                                   0.018,
10/15/2022 6:15:00 AM , 14415300.000,                                   0.004,                                  12.294,                                   0.009,
10/15/2022 6:30:00 AM , 14416200.000,                                   0.007,                                  12.139,                                   0.016,
10/15/2022 6:45:00 AM , 14417100.000,                                   0.004,                                  12.037,                                   0.009,
10/15/2022 7:00:00 AM , 14418000.000,                                   0.004,                                  11.831,                                   0.009,
10/15/2022 7:15:00 AM , 14418900.000,                                   0.010,                                  11.676,                                   0.023,
10/15/2022 7:30:00 AM , 14419800.000,                                   0.004,                                  11.573,                                   0.009,
10/15/2022 7:45:00 AM , 14420700.000,                                   0.009,                                  11.625,                                   0.022,
10/15/2022 8:00:00 AM , 14421600.000,                                   0.001,                                  11.676,                                   0.003,
10/15/2022 8:15:00 AM , 14422500.000,                                   0.008,                                  11.676,                                   0.018,
10/15/2022 8:30:00 AM , 14423400.000,                                   0.007,                                  11.779,                                   0.017,
10/15/2022 8:45:00 AM , 14424300.000,                                   0.010,                                  12.037,                                   0.023,
10/15/2022 9:00:00 AM , 14425200.000,                                   0.006,                                  12.499,                                   0.014,
10/15/2022 9:15:00 AM , 14426100.000,                                   0.005,                                  13.012,                                   0.011,
10/15/2022 9:30:00 AM , 14427000.000,                                  -0.002,                                  13.523,                                  -0.005,
10/15/2022 9:45:00 AM , 14427900.000,                                   0.011,                                  13.983,                                   0.025,
10/15/2022 10:00:00 AM, 14428800.000,                                   0.007,                                  14.543,                                   0.016,
10/15/2022 10:15:00 AM, 14429700.000,                                   0.008,                                  15.102,                                   0.017,
10/15/2022 10:30:00 AM, 14430600.000,                                   0.001,                                  15.610,                                   0.002,
10/15/2022 10:45:00 AM, 14431500.000,                                   0.006,                                  16.217,                                   0.014,
10/15/2022 11:00:00 AM, 14432400.000,                                   0.012,                                  16.772,                                   0.028,
10/15/2022 11:15:00 AM, 14433300.000,                                   0.013,                                  17.427,                                   0.030,
10/15/2022 11:30:00 AM, 14434200.000,                                   0.010,                                  17.778,                                   0.024,
10/15/2022 11:45:00 AM, 14435100.000,                                   0.009,                                  17.979,                                   0.021,
10/15/2022 12:00:00 PM, 14436000.000,                                   0.002,                                  18.180,                                   0.004,
10/15/2022 12:15:00 PM, 14436900.000,                                   0.009,                                  18.430,                                   0.021,
10/15/2022 12:30:00 PM, 14437800.000,                                   0.010,                                  18.731,                                   0.023,
10/15/2022 12:45:00 PM, 14438700.000,                                   0.001,                                  19.080,                                   0.003,
10/15/2022 1:00:00 PM , 14439600.000,                                   0.001,                                  19.380,                                   0.003,
10/15/2022 1:15:00 PM , 14440500.000,                                   0.004,                                  19.579,                                   0.009,
10/15/2022 1:30:00 PM , 14441400.000,                                  -0.006,                                  19.828,                                  -0.013,
10/15/2022 1:45:00 PM , 14442300.000,                                  -0.003,                                  20.027,                                  -0.008,
10/15/2022 2:00:00 PM , 14443200.000,                                  -0.001,                                  20.077,                                  -0.003,
10/15/2022 2:15:00 PM , 14444100.000,                                  -0.001,                                  20.574,                                  -0.001,
10/15/2022 2:30:00 PM , 14445000.000,                                  -0.000,                                  21.020,                                  -0.000,
10/15/2022 2:45:00 PM , 14445900.000,                                  -0.002,                                  21.317,                                  -0.005,
10/15/2022 3:00:00 PM , 14446800.000,                                  -0.005,                                  21.515,                                  -0.012,
10/15/2022 3:15:00 PM , 14447700.000,                                  -0.003,                                  21.614,                                  -0.007,
10/15/2022 3:30:00 PM , 14448600.000,                                   0.002,                                  21.762,                                   0.005,
10/15/2022 3:45:00 PM , 14449500.000,                                   0.003,                                  21.861,                                   0.007,
10/15/2022 4:00:00 PM , 14450400.000,                                   0.005,                                  21.713,                                   0.011,
10/15/2022 4:15:00 PM , 14451300.000,                                  -0.002,                                  21.861,                                  -0.004,
10/15/2022 4:30:00 PM , 14452200.000,                                   0.000,                                  22.059,                                   0.001,
10/15/2022 4:45:00 PM , 14453100.000,                                  -0.001,                                  21.911,                                  -0.002,
10/15/2022 5:00:00 PM , 14454000.000,                                   0.006,                                  21.812,                                   0.013,
10/15/2022 5:15:00 PM , 14454900.000,                                   0.011,                                  21.812,                                   0.026,
10/15/2022 5:30:00 PM , 14455800.000,                                   0.015,                                  21.565,                                   0.035,
10/15/2022 5:45:00 PM , 14456700.000,                                   0.008,                                  21.416,                                   0.018,
10/15/2022 6:00:00 PM , 14457600.000,                                   0.015,                                  21.466,                                   0.034,
10/15/2022 6:15:00 PM , 14458500.000,                                   0.022,                                  21.070,                                   0.051,
10/15/2022 6:30:00 PM , 14459400.000,                                   0.018,                                  20.773,                                   0.041,
10/15/2022 6:45:00 PM , 14460300.000,                                   0.024,                                  20.723,                                   0.054,
10/15/2022 7:00:00 PM , 14461200.000,                                   0.016,                                  20.425,                                   0.036,
10/15/2022 7:15:00 PM , 14462100.000,                                   0.021,                                  19.878,                                   0.049,
10/15/2022 7:30:00 PM , 14463000.000,                                   0.019,                                  19.480,                                   0.043,
10/15/2022 7:45:00 PM , 14463900.000,                                   0.018,                                  19.030,                                   0.042,
10/15/2022 8:00:00 PM , 14464800.000,                                   0.019,                                  18.681,                                   0.044,
10/15/2022 8:15:00 PM , 14465700.000,                                   0.016,                                  18.280,                                   0.038,
10/15/2022 8:30:00 PM , 14466600.000,                                   0.012,                                  17.979,                                   0.028,
10/15/2022 8:45:00 PM , 14467500.000,                                   0.018,                                  17.578,                                   0.042,
10/15/2022 9:00:00 PM , 14468400.000,                                   0.016,                                  17.376,                                   0.037,
10/15/2022 9:15:00 PM , 14469300.000,                                   0.018,                                  17.175,                                   0.041,
10/15/2022 9:30:00 PM , 14470200.000,                                   0.018,                                  16.974,                                   0.041,
10/15/2022 9:45:00 PM , 14471100.000,                                   0.014,                                  16.772,                                   0.031,
10/15/2022 10:00:00 PM, 14472000.000,                                   0.020,                                  16.621,                                   0.046,
10/15/2022 10:15:00 PM, 14472900.000,                                   0.010,                                  16.419,                                   0.023,
10/15/2022 10:30:00 PM, 14473800.000,                                   0.013,                                  16.217,                                   0.030,
10/15/2022 10:45:00 PM, 14474700.000,                                   0.016,                                  16.065,                                   0.037,
10/15/2022 11:00:00 PM, 14475600.000,                                   0.012,                                  15.863,                                   0.028,
10/15/2022 11:15:00 PM, 14476500.000,                                   0.014,                                  15.660,                                   0.033,
10/15/2022 11:30:00 PM, 14477400.000,                                   0.011,                                  15.458,                                   0.025,
10/15/2022 11:45:00 PM, 14478300.000,                                   0.020,                                  15.255,                                   0.045,
10/16/2022 12:00:00 AM, 14479200.000,                                   0.013,                                  15.102,                                   0.029,
10/16/2022 12:15:00 AM, 14480100.000,                                   0.009,                                  14.798,                                   0.022,
10/16/2022 12:30:00 AM, 14481000.000,                                   0.013,                                  14.543,                                   0.031,
10/16/2022 12:45:00 AM, 14481900.000,                                   0.015,                                  14.391,                                   0.035,
10/16/2022 1:00:00 AM , 14482800.000,                                   0.011,                                  14.136,                                   0.026,
10/16/2022 1:15:00 AM , 14483700.000,                                   0.006,                                  14.034,                                   0.014,
10/16/2022 1:30:00 AM , 14484600.000,                                   0.013,                                  13.932,                                   0.031,
10/16/2022 1:45:00 AM , 14485500.000,                                   0.005,                                  13.779,                                   0.012,
10/16/2022 2:00:00 AM , 14486400.000,                                   0.010,                                  13.677,                                   0.022,
10/16/2022 2:15:00 AM , 14487300.000,                                   0.012,                                  13.677,                                   0.028,
10/16/2022 2:30:00 AM , 14488200.000,                                   0.011,                                  13.574,                                   0.025,
10/16/2022 2:45:00 AM , 14489100.000,                                   0.009,                                  13.370,                                   0.020,
10/16/2022 3:00:00 AM , 14490000.000,                                   0.005,                                  13.114,                                   0.010,
10/16/2022 3:15:00 AM , 14490900.000,                                   0.006,                                  12.961,                                   0.013,
10/16/2022 3:30:00 AM , 14491800.000,                                   0.009,                                  12.909,                                   0.020,
10/16/2022 3:45:00 AM , 14492700.000,                                   0.008,                                  12.858,                                   0.017,
10/16/2022 4:00:00 AM , 14493600.000,                                   0.012,                                  12.858,                                   0.028,
10/16/2022 4:15:00 AM , 14494500.000,                                   0.011,                                  12.858,                                   0.026,
10/16/2022 4:30:00 AM , 14495400.000,                                   0.008,                                  13.012,                                   0.017,
10/16/2022 4:45:00 AM , 14496300.000,                                   0.010,                                  13.063,                                   0.024,
10/16/2022 5:00:00 AM , 14497200.000,                                   0.010,                                  13.165,                                   0.023,
10/16/2022 5:15:00 AM , 14498100.000,                                   0.013,                                  13.268,                                   0.031,
10/16/2022 5:30:00 AM , 14499000.000,                                   0.009,                                  13.370,                                   0.022,
10/16/2022 5:45:00 AM , 14499900.000,                                   0.008,                                  13.523,                                   0.017,
10/16/2022 6:00:00 AM , 14500800.000,                                   0.009,                                  13.677,                                   0.021,
10/16/2022 6:15:00 AM , 14501700.000,                                   0.009,                                  13.830,                                   0.021,
10/16/2022 6:30:00 AM , 14502600.000,                                   0.008,                                  13.881,                                   0.019,
10/16/2022 6:45:00 AM , 14503500.000,                                   0.015,                                  14.034,                                   0.034,
10/16/2022 7:00:00 AM , 14504400.000,                                   0.010,                                  14.085,                                   0.024,
10/16/2022 7:15:00 AM , 14505300.000,                                   0.015,                                  14.085,                                   0.035,
10/16/2022 7:30:00 AM , 14506200.000,                                   0.010,                                  14.085,                                   0.022,
10/16/2022 7:45:00 AM , 14507100.000,                                   0.008,                                  14.034,                                   0.018,
10/16/2022 8:00:00 AM , 14508000.000,                                   0.011,                                  13.881,                                   0.025,
10/16/2022 8:15:00 AM , 14508900.000,                                   0.010,                                  13.779,                                   0.024,
10/16/2022 8:30:00 AM , 14509800.000,                                  -0.000,                                  13.626,                                  -0.000,
10/16/2022 8:45:00 AM , 14510700.000,                                   0.005,                                  13.574,                                   0.012,
10/16/2022 9:00:00 AM , 14511600.000,                                   0.014,                                  13.626,                                   0.032,
10/16/2022 9:15:00 AM , 14512500.000,                                   0.014,                                  13.779,                                   0.032,
10/16/2022 9:30:00 AM , 14513400.000,                                   0.007,                                  14.034,                                   0.017,
10/16/2022 9:45:00 AM , 14514300.000,                                   0.015,                                  14.187,                                   0.035,
10/16/2022 10:00:00 AM, 14515200.000,                                   0.011,                                  14.442,                                   0.025,
10/16/2022 10:15:00 AM, 14516100.000,                                   0.012,                                  14.594,                                   0.027,
10/16/2022 10:30:00 AM, 14517000.000,                                   0.009,                                  14.696,                                   0.020,
10/16/2022 10:45:00 AM, 14517900.000,                                   0.009,                                  14.899,                                   0.021,
10/16/2022 11:00:00 AM, 14518800.000,                                   0.007,                                  15.153,                                   0.016,
10/16/2022 11:15:00 AM, 14519700.000,                                   0.008,                                  15.407,                                   0.018,
10/16/2022 11:30:00 AM, 14520600.000,                                   0.007,                                  15.610,                                   0.016,
10/16/2022 11:45:00 AM, 14521500.000,                                   0.010,                                  15.762,                                   0.024,
10/16/2022 12:00:00 PM, 14522400.000,                                   0.009,                                  15.913,                                   0.020,
10/16/2022 12:15:00 PM, 14523300.000,                                   0.005,                                  16.217,                                   0.013,
10/16/2022 12:30:00 PM, 14524200.000,                                   0.007,                                  16.318,                                   0.016,
10/16/2022 12:45:00 PM, 14525100.000,                                   0.010,                                  16.469,                                   0.023,
10/16/2022 1:00:00 PM , 14526000.000,                                   0.001,                                  16.671,                                   0.002,
10/16/2022 1:15:00 PM , 14526900.000,                                   0.007,                                  16.823,                                   0.015,
10/16/2022 1:30:00 PM , 14527800.000,                                   0.003,                                  17.024,                                   0.006,
10/16/2022 1:45:00 PM , 14528700.000,                                  -0.003,                                  17.125,                                  -0.007,
10/16/2022 2:00:00 PM , 14529600.000,                                  -0.001,                                  17.276,                                  -0.002,
10/16/2022 2:15:00 PM , 14530500.000,                                   0.002,                                  17.376,                                   0.004,
10/16/2022 2:30:00 PM , 14531400.000,                                  -0.002,                                  17.477,                                  -0.006,
10/16/2022 2:45:00 PM , 14532300.000,                                  -0.003,                                  17.578,                                  -0.008,
10/16/2022 3:00:00 PM , 14533200.000,                                  -0.006,                                  17.728,                                  -0.013,
10/16/2022 3:15:00 PM , 14534100.000,                                  -0.009,                                  17.778,                                  -0.020,
10/16/2022 3:30:00 PM , 14535000.000,                                  -0.007,                                  17.929,                                  -0.016,
10/16/2022 3:45:00 PM , 14535900.000,                                  -0.008,                                  18.029,                                  -0.019,
10/16/2022 4:00:00 PM , 14536800.000,                                  -0.005,                                  18.130,                                  -0.011,
10/16/2022 4:15:00 PM , 14537700.000,                                  -0.000,                                  18.280,                                  -0.001,
10/16/2022 4:30:00 PM , 14538600.000,                                  -0.007,                                  18.330,                                  -0.017,
10/16/2022 4:45:00 PM , 14539500.000,                                  -0.002,                                  18.230,                                  -0.006,
10/16/2022 5:00:00 PM , 14540400.000,                                   0.001,                                  18.230,                                   0.001,
10/16/2022 5:15:00 PM , 14541300.000,                                   0.003,                                  18.280,                                   0.007,
10/16/2022 5:30:00 PM , 14542200.000,                                   0.014,                                  18.280,                                   0.032,
10/16/2022 5:45:00 PM , 14543100.000,                                   0.014,                                  18.180,                                   0.033,
